구분,항목,이자보상배율(이자비용),이자보상배율(이자비용),이자보상배율(이자비용),이자보상배율(이자비용),이자보상배율(이자비용),이자보상배율(이자비용),영업이익(손실)(연결)(천원),영업이익(손실)(연결)(천원),영업이익(손실)(연결)(천원),영업이익(손실)(연결)(천원),영업이익(손실)(연결)(천원),영업이익(손실)(연결)(천원),차입금의존도,차입금의존도,차입금의존도,차입금의존도,차입금의존도,차입금의존도,총자본증가율,총자본증가율,총자본증가율,총자본증가율,총자본증가율,총자본증가율,유동자산증가율,유동자산증가율,유동자산증가율,유동자산증가율,유동자산증가율,유동자산증가율,매출액증가율,매출액증가율,매출액증가율,매출액증가율,매출액증가율,매출액증가율,순이익증가율,순이익증가율,순이익증가율,순이익증가율,순이익증가율,순이익증가율,영업이익증가율,영업이익증가율,영업이익증가율,영업이익증가율,영업이익증가율,영업이익증가율,매출액순이익률,매출액순이익률,매출액순이익률,매출액순이익률,매출액순이익률,매출액순이익률,매출액총이익률,매출액총이익률,매출액총이익률,매출액총이익률,매출액총이익률,매출액총이익률,자기자본순이익률,자기자본순이익률,자기자본순이익률,자기자본순이익률,자기자본순이익률,자기자본순이익률,총자본순이익률,총자본순이익률,총자본순이익률,총자본순이익률,총자본순이익률,총자본순이익률,매출원가 대 매출액비율,매출원가 대 매출액비율,매출원가 대 매출액비율,매출원가 대 매출액비율,매출원가 대 매출액비율,매출원가 대 매출액비율,매출채권회전률,매출채권회전률,매출채권회전률,매출채권회전률,매출채권회전률,매출채권회전률,재고자산회전률,재고자산회전률,재고자산회전률,재고자산회전률,재고자산회전률,재고자산회전률,총자본회전률,총자본회전률,총자본회전률,총자본회전률,총자본회전률,총자본회전률,유형자산회전율,유형자산회전율,유형자산회전율,유형자산회전율,유형자산회전율,유형자산회전율,부채비율,부채비율,부채비율,부채비율,부채비율,부채비율,유동비율,유동비율,유동비율,유동비율,유동비율,유동비율,자기자본배율,자기자본배율,자기자본배율,자기자본배율,자기자본배율,자기자본배율,당좌비율,당좌비율,당좌비율,당좌비율,당좌비율,당좌비율,비유동비율,비유동비율,비유동비율,비유동비율,비유동비율,비유동비율,순운전자본비율,순운전자본비율,순운전자본비율,순운전자본비율,순운전자본비율,순운전자본비율,현금비율,현금비율,현금비율,현금비율,현금비율,현금비율,부채(*)(연결)(천원),부채(*)(연결)(천원),부채(*)(연결)(천원),부채(*)(연결)(천원),부채(*)(연결)(천원),부채(*)(연결)(천원),자산(*)(연결)(천원),자산(*)(연결)(천원),자산(*)(연결)(천원),자산(*)(연결)(천원),자산(*)(연결)(천원),자산(*)(연결)(천원),매출액(영업수익)(*)(연결)(천원),매출액(영업수익)(*)(연결)(천원),매출액(영업수익)(*)(연결)(천원),매출액(영업수익)(*)(연결)(천원),매출액(영업수익)(*)(연결)(천원),매출액(영업수익)(*)(연결)(천원),CASH FLOW 대 부채비율,CASH FLOW 대 부채비율,CASH FLOW 대 부채비율,CASH FLOW 대 부채비율,CASH FLOW 대 부채비율,CASH FLOW 대 부채비율,유동부채(*)(연결)(천원),유동부채(*)(연결)(천원),유동부채(*)(연결)(천원),유동부채(*)(연결)(천원),유동부채(*)(연결)(천원),유동부채(*)(연결)(천원),유동자산(*)(연결)(천원),유동자산(*)(연결)(천원),유동자산(*)(연결)(천원),유동자산(*)(연결)(천원),유동자산(*)(연결)(천원),유동자산(*)(연결)(천원),CASH FLOW 대 매출액비율,CASH FLOW 대 매출액비율,CASH FLOW 대 매출액비율,CASH FLOW 대 매출액비율,CASH FLOW 대 매출액비율,CASH FLOW 대 매출액비율,차입금평균이자율,차입금평균이자율,차입금평균이자율,차입금평균이자율,차입금평균이자율,차입금평균이자율
(주)신흥,4080,1.88,7.65,8.36,6.03,6.55,2.49,2709100,6082976,6516859,4229081,4031142,1108222,18.95,10.11,18.09,13.18,10.32,7.14,-9.21,-4.64,12.18,-2.59,-1.29,0.23,-16.38,-2.56,5.86,-1.8,1.33,8.46,-19.29,0.53,0.4,0.18,-2.86,0.42,82.78,402.32,-28.51,-40.74,4.09,-18.68,220.72,120.17,-8.51,-31.09,-18.46,-66.97,1.2,5.99,4.26,2.52,2.7,2.19,23.49,27.15,27.55,24.85,24.74,23.81,1.91,9.18,6.17,3.53,3.6,2.88,1.13,6.12,4.23,2.4,2.55,2.08,76.51,72.85,72.45,75.15,75.26,76.19,6.26,6.53,6.1,6.19,5.91,5.56,3.73,4.36,4.51,4.43,4.43,4.63,0.95,1.02,0.99,0.95,0.94,0.95,3.75,4.11,3.32,2.84,2.89,2.8,59.52,41.01,50.44,43.47,38.87,38.04,131.08,175.26,123.03,140.77,152.16,170.98,1152.11,1242.85,1306.82,1334.76,1361.13,1372.44,50.15,75.63,53.67,60.53,71.14,88.83,97.05,84.59,93.63,88.85,84.6,79.66,9.29,17.18,7.07,11.02,13.4,17.56,0.12,0.12,0.18,0.5,0.51,0.95,51397715,40493549,52140249,46843761,44890961,45384297,129289616,123441738,136987094,131526453,131257804,132689386,123566816,124180071,125395067,124367361,121146584,121544612,4.95,19.03,11.51,12.03,13.87,5.85,39996724,31573300,47122696,41415808,40834092,39965234,55456868,52405236,53900761,51330450,52072593,56687854,1.86,5.28,4.12,3.78,4.09,1.7,5.96,4.81,3.97,3.32,3.39,3.99
(주)심텍,222800,,,,2.16,1.52,2.85,,,19462720,40216878,33804625,30762771,,,,31.19,17.98,19.49,,,,0,-1.92,19.39,,,,0,-18.55,34.41,,,,0,0.68,3.91,,,,0,36.63,-8.75,,,,0,-31.02,134.05,,,,0.63,0.85,0.75,,,,9.49,9.88,13.07,,,,3.15,3.96,3.32,,,,0.81,1.12,0.94,,,,90.51,90.12,86.93,,,,9.81,13.67,21.8,,,,8.44,8.06,7.4,,,,1.3,1.32,1.26,,,,2.59,2.57,2.45,,,,286.62,223.2,281.32,,,,64.36,51.36,51.81,,,,1364.54,1468.21,1485.71,,,,37.07,21.72,26.16,,,,246.65,226.04,252.26,,,,-20.05,-28.47,-31.48,,,,0.22,0.21,2.8,,,393454704,422000279,513408749,598778410,,,548348697,601184723,728156876,813349229,,,395470686,792025672,811565475,1007545639,,,,8.71,20.95,20.48,,,289667350,316666142,393238764,520650409,,,143262383,191601844,210218380,252394518,,,,4.98,10.87,13.05,,,,4.5,5.65,8.49
(주)심텍홀딩스,36710,-3.41,0.86,999999999,0.75,5.31,5.21,-33418245,13678590,2266403,31279956,27410943,29720557,40.41,38.44,0,0.95,8.13,9.78,13.59,6.94,-80.97,-0.38,18.06,-0.38,-32.82,29.06,-99.53,-47.78,360.08,-15.32,-17.29,25.34,-99.91,555.01,-10.63,48.12,0,0,0,-99.88,144.51,321.85,0,0,0,0,2415.84,328.04,-6.23,-0.33,22574.66,3.99,10.91,31.07,1.95,7.93,0,0,0,0,-16.59,-1.21,87.88,0.14,0.32,1.27,-6.04,-0.37,35.11,0.13,0.29,1.12,98.05,92.07,0,0,0,0,12.2,14.2,0.02,32.16,6.8,9.02,7.21,8.62,0.01,0,0,0,0.97,1.11,0,0.03,0.03,0.04,1.98,2.19,0,0.3,0.27,0.67,223.84,236.71,6.56,6.07,14.45,13.24,43.77,65.35,11.98,8.23,28.93,12.16,1096.36,1084.66,625.67,626.15,612.99,617.22,19.81,33.34,11.98,8.23,28.93,12.16,251,245.31,105.85,105.7,112.88,111.92,-28.89,-14.4,-4.93,-3.92,-3.37,-8.41,0.37,0.18,5.29,1.62,0.22,0.1,394577753,432393971,396034810,421751048,524321707,609955858,566457243,615381521,586389797,628913922,754085651,840326061,526259501,663839497,156144133,789990045,812440662,1007097365,9.89,7.65,637.2,245.31,-2.51,-3.01,292373606,255820738,290726003,314920596,392695023,526385629,134658947,159672144,142456217,191623363,210883760,255117258,7.49,5.03,8064.33,439.17,-13.11,-9.78,4.03,4.9,0,3.92,1.26,2.75
(주)싸이맥스,160980,219.4,999999999,35.39,22.41,61.72,43.08,0,0,3983339,7359772,23757370,15650646,0,0,17.91,17.62,13.26,9.63,60.44,12.7,81.45,27.45,53.08,-7.06,79.73,14.75,20.96,16.63,35.69,-13.65,41.87,11.53,1.33,31.99,121.82,-23.84,76.52,41.13,-72.78,295.21,177.34,-31.02,63.62,37.6,-30.58,84.74,222.02,-39.08,8.66,10.95,2.94,8.81,11.02,9.98,17.01,18.05,16.26,17.94,20.33,20.36,24.81,26.3,4.21,12.06,23.18,12.24,15.02,16.17,2.95,7.96,15.56,9.2,82.99,81.95,83.74,82.06,79.67,79.64,5.17,2.91,4.02,6.28,7.66,7.89,8.92,9.06,10.45,8,9.94,5.75,1.73,1.48,1,0.9,1.41,0.92,61.7,79.94,6.09,3,4.58,3.09,80.78,49.35,38.9,63.25,40.86,25.68,201.47,289.38,466.3,258.98,174.5,336.12,1037.68,1415.47,1897.82,2048.4,1866.16,1943.89,157.84,244.3,409.67,190.15,123.77,199.94,22.28,16.03,56.24,74.34,72.85,69.31,44.16,58.42,46.75,33.43,20.61,31.51,30.47,47.32,25.43,16.1,18.73,43.36,0,0,19959031,35182746,46055511,30353374,0,0,71188261,90619079,147866098,137272928,0,0,55440224,73175922,164085573,133459369,14.28,9.38,36.57,12.95,9.53,53.6,0,0,9098202,19095653,40556258,18837010,0,0,42890326,49818438,71134110,61788421,4.53,2.22,13.16,6.23,2.37,11.44,1.29,0,1.79,2.32,2.27,2.21
(주)싸이토젠,217330,,,-24.15,-25.69,-6.18,-300.71,,,,,,,,,9.39,45.73,5.88,0,,,0,18.88,21.73,269.27,,,0,30.17,36.53,308.57,,,0,73.56,-75.77,495.26,,,0,0,0,0,,,0,0,0,0,,,-777.99,-252.89,-1272.69,-212.09,,,12.83,30.94,12.81,25.47,,,-143.13,-137.02,-100.62,-19.42,,,-89.47,-46.12,-46.69,-17.98,,,87.17,69.06,87.19,74.53,,,2.34,2.25,0.71,5.54,,,0,27.14,3.29,39.13,,,0.12,0.18,0.04,0.08,,,0.57,0.96,0.23,0.97,,,59.97,964.45,30.2,3.23,,,303.4,172.43,528.1,4137.65,,,138.05,24.66,215.21,782.46,,,303.4,169.45,521.41,4137.65,,,55.45,302.93,25.73,11.59,,,43.8,30.05,65.04,86.63,,,262.87,133.1,469.87,428.67,,,,,,,,,,,,,,,,,,,,,-127.09,-47.88,-158.89,-347.78,,,,,,,,,,,,,,,-414.31,-258.37,-1102.99,-201.92,,,32.4,7.48,34.03,4.8
(주)쌍방울,102280,0.34,0.35,0.7,-11.63,-12.5,0.6,-242739,274839,1034354,-15089040,-21607655,564488,30.48,29.42,9.54,8.43,4.35,8.58,9.52,0.55,66.78,1.47,190.16,-38.12,11.35,-0.18,89.29,-16.86,291.06,-82.66,-15.2,-0.69,-1.59,-20.83,-0.23,-1.91,0,0,0,0,0,0,-91.15,11.89,81.72,0,0,0,-0.34,-0.25,0.67,-14.18,148.37,-94.11,29.61,28.98,31.51,25.23,26.03,33.5,-0.56,-0.41,0.64,-7.68,58.92,-34.09,-0.35,-0.25,0.49,-6.52,34.62,-17.89,70.39,71.02,68.49,74.77,73.97,66.5,3.35,3.43,2.99,2.6,3.27,3.55,3.6,3.57,3.56,2.51,2.67,3.14,1.05,0.99,0.73,0.46,0.23,0.19,11.67,11.67,11.61,9.14,9.2,9.27,64.94,60.39,16.97,18.64,100.22,76.79,276.46,300.79,634.32,835.83,212.8,69.61,183.08,179.58,278.66,278.79,479.33,335.95,162.85,185.59,499.41,581.52,200.8,47.21,49,48.47,24.33,41.65,25.11,133.46,44.87,46.58,66.72,57.13,46.36,-10.7,34.39,14.71,223.1,207.23,3.44,4.14,59007823,61936408,40468814,49000639,322038871,176109126,133752804,138676424,217372239,223316431,623968394,380150026,136171407,138949722,142637428,113768432,109639024,101656747,1.33,-2.93,-16.1,-21.98,-0.6,1.56,41489530,43700953,36209670,32029228,266551113,144555380,90400277,96087182,171806546,149977437,542419190,91443442,0.52,-1.11,-3.99,-7.57,-1.93,2.73,4.76,4.29,5.05,6.25,4.55,4.45
(주)썸에이지,208640,,,,-146.73,-108.34,-121.96,,,,-1543762,-8936641,-26484814,,,,3.01,0,75.06,,,,0,-24.26,40.9,,,,0,-23.14,47.23,,,,0,-47.3,6.2,,,,0,0,0,,,,0,0,0,,,,-115.36,-255.29,-757.7,,,,0,0,0,,,,-20.16,-26.08,-141.42,,,,-18.53,-24.59,-74.65,,,,0,0,0,,,,10.32,7.7,6.36,,,,0,0,0,,,,0.16,0.1,0.1,,,,2.77,2.57,12.37,,,,8.83,2.64,373.91,,,,1776.09,5114.89,109.99,,,,463.05,363.51,110.56,,,,1776.09,5114.89,109.99,,,,20.12,17.74,64.32,,,,76.92,81.1,7.85,,,,179.96,756.45,19.81,,,,3184961,994316,32026814,,,,37695602,28114639,41118407,,,,6052265,3554861,3554558,,,,-63.02,-638.75,-38.72,,,,1861289,715145,31853886,,,,32148587,23513099,36802153,,,,-31.85,-147.14,-362.69,,,,0.51,11.38,1.13
(주)쎄노텍,222420,,,,17.01,13.62,-3.58,,,,,,,,,,20.65,20.77,40.05,,,,0,6.49,29.53,,,,0,12.27,6.09,,,,0,0.77,-18.96,,,,0,-20.83,0,,,,0,-37.16,0,,,,7.36,5.78,-8.43,,,,34.77,29.02,18.95,,,,8.49,6.35,-7.32,,,,5.78,4.44,-4.43,,,,65.23,70.98,81.05,,,,3.62,3.46,3.54,,,,3.04,2.86,1.81,,,,0.79,0.77,0.53,,,,1.97,2,1.23,,,,46.78,39.86,92.34,,,,237.44,389.28,258.48,,,,911,992.84,921.02,,,,126.87,204.18,97.22,,,,65.39,58.1,100.25,,,,32.1,43.44,29.36,,,,23.27,25.56,20.67,,,,,,,,,,,,,,,,,,,,,,27.47,15.23,1.21,,,,,,,,,,,,,,,,11.14,5.84,1.24,,,,3.64,2.76,2.22
(주)쎄니트,37760,2.71,2.63,3.24,2.46,1.32,1.86,4091186,6460810,9424702,10439339,8561114,6216501,23,33.11,34.49,37.71,35.86,36.47,34.84,14.76,12.68,18.23,0.44,-4.45,9.25,-6.08,43.77,36.86,0.62,-16.42,4.33,-6.34,65.33,26.49,11.05,-2.06,0,54.48,219.24,-51.33,-19.13,-91.96,-9.33,71.35,66.15,-3.23,-46.45,32.97,3.04,5.01,9.67,3.72,2.71,0.22,9.43,12.73,11.53,9.57,6.63,8.04,2.22,3.06,9.22,4.13,3.12,0.24,1.53,1.92,5.39,2.27,1.69,0.14,90.57,87.27,88.47,90.43,93.37,91.96,7.72,7.18,8.05,5.84,5.46,6.08,5.5,5.14,7.63,7.79,8.03,8.21,0.5,0.38,0.56,0.61,0.62,0.62,1.76,1.04,1.36,1.52,1.59,1.62,50.85,67.89,73.81,89.49,79.67,73.48,92.85,58.98,74.22,88.53,86.66,63.01,306.05,315.57,343.47,372.48,377.68,373.74,55.73,35.44,47.38,60.69,60.06,41.41,119.71,139.53,136.34,142.21,134.76,135.55,-1.59,-11.75,-7.49,-3.23,-3.85,-12.83,0.32,0.86,1.41,2.31,7.56,0.69,55025792,67367471,70366569,84298697,78417258,68131445,93537539,110653128,127112703,151172085,153682575,146231340,67749067,70554101,97717678,115747171,126227417,113737745,-0.75,1.45,3.26,1,5.1,8.15,40613279,51504030,45410419,54662886,58282240,52906011,31451881,33981992,45987048,56844628,59712066,52614026,-0.58,1.64,2.63,0.84,3.64,5.42,3.9,3.87,3.86,3.96,3.58,3.52
(주)쎄트렉아이,99320,28.13,80.4,999999999,999999999,87.79,32.34,,2186769,4617904,3158333,5370127,5600183,0,0,0,0,0,4.11,16.32,-9.19,5.96,15.03,5.04,13.85,-15.27,4.35,-5.79,0.09,-17.32,33.72,-12.35,-19.9,3.96,12.54,26.58,6.43,-34.35,-18.99,47.65,-9.09,77.64,-36.88,-29.9,-4.73,19.18,-7.19,91.29,-37.19,10.02,10.14,14.4,11.63,16.32,9.68,17.23,21.13,23.7,20.66,27.78,17.48,7.53,5.83,8.16,7,11.56,6.84,6.18,4.88,7.36,6.04,9.79,5.64,82.77,78.87,76.3,79.34,72.22,82.52,120.44,41.92,52.42,44.56,18.18,8.69,14.33,11.72,13.46,10.44,12.89,24.45,0.62,0.48,0.51,0.52,0.6,0.58,2.06,1.38,1.54,1.74,2.13,2.23,27.65,11.33,10.65,20.84,15.64,26.58,409.89,609.74,579.07,252.4,260.54,184.57,2359.01,2456.29,2618.73,2758.28,3027.32,3148.85,366.8,564.96,527.35,213.69,230.53,177.17,72.56,56.12,61.86,74.47,80.71,81.68,32.63,41.46,36.48,23.17,18.61,16.25,82.15,31.31,140.1,54.83,81.04,16.53,,10450182,11030549,18788625,15806165,19190741,,55007688,59150808,69191092,70595677,77675670,,26091106,30512360,34238374,42762139,46132147,61.23,221.41,31.2,21.58,118.93,35.56,,4600860,4996557,11282825,10928759,16754970,,25926408,24825942,24785650,21418574,28837144,23.11,44.52,6.05,7.66,27.48,13.64,0,0,0,0,0,8.54
(주)쎌마테라퓨틱스,15540,-65.61,-269.88,-5.91,-2.39,-11.09,-15.58,-3349580,-4254114,-9976904,-4211814,-5835193,-8274722,0,1.3,62.55,49.82,41.11,41.34,-12.47,-5.54,127.92,-50.81,29.73,16.41,-42.48,-12.93,153.73,-23.78,1.01,45.36,-28.32,18.11,76.27,1.35,41.37,-30.47,0,0,0,0,0,0,0,0,0,0,0,0,-71.54,-186.24,-209.68,-93.51,-43.85,-91.14,-8.86,-24.48,1.11,0.98,2.02,1.49,-33.05,-114.5,-269.55,-159.87,-110.43,-192.41,-30.38,-102.91,-128.21,-55.89,-48.91,-57.84,108.86,124.48,98.89,99.02,97.98,98.51,257.62,133.77,383.23,0,16.13,10.33,3.51,3.39,17.27,62.84,35.48,4.79,0.42,0.55,0.61,0.6,1.12,0.63,4,9.78,125.69,134.86,35.68,11.42,8.15,14.74,231.15,124.02,127.12,453.59,598.07,293.94,96.27,146.75,81.6,70.15,54.08,97.58,54.86,333.65,340.13,128.13,229.92,203.54,94.63,142.63,73.65,43.72,69.32,76.77,209.14,96.12,126.16,246.32,29.9,21.84,-1.43,18.19,-10.03,-23.62,7.37,119.86,14.71,56.21,0.86,7.51,1303929,2647249,22304135,7300066,9916679,15945343,12375736,11991189,28438164,13114275,17322499,19548915,87441136,99535589,102248331,69565657,66582365,37779934,-344.95,-202.56,-21.54,-67.17,-41.81,-45.01,1036334,2430539,13900985,5121757,9638620,15396016,4682462,5282897,14171846,7767117,7996502,10839484,-57.14,-45.76,-34.19,-41.03,-23.69,-62.51,9.85,17.89,10.76,14.7,7.47,6.82
(주)쎌바이오텍,49960,9206.85,999999999,999999999,999999999,999999999,999999999,9391588,12905528,18758808,21561008,22632703,21674844,0,0,0,0,0,0,19.47,25.4,29.43,20.7,7.98,16.13,10.25,37.66,40.45,26.49,5.26,13.72,24.9,28.82,21.16,15.24,4.2,2.71,49.92,33.82,44.01,4.24,6.51,6.71,60.5,39.14,31.46,9.95,12.43,-3.94,28.63,29.74,35.35,31.98,32.68,33.95,69.62,72.67,76.72,77.28,78.54,77.19,22.65,24.53,27.7,23.12,21.57,20.32,20.88,22.78,25.7,21.51,20.14,19.15,30.38,27.33,23.28,22.72,21.46,22.81,7.34,6.1,5.48,5.67,5.94,6.09,12.34,18.26,22.16,25.2,24.74,24.3,0.73,0.77,0.73,0.67,0.62,0.56,2.3,2.45,2.78,2.97,2.85,2.45,7.49,7.89,7.74,7.28,6.88,5.37,863.12,899.36,994.53,1096.01,1127.19,1396.33,928.02,1159.34,1502.8,1821.51,1974.34,2325.81,785.76,853.95,948.59,1063.91,1083.74,1358.45,43.62,37.52,31.48,27.7,29.6,30.76,52.54,57.98,63.66,67.41,65.89,65.73,135.72,115.5,125.97,161.64,98.84,113.78,3647614,5243578,6210597,6376378,6280325,6422521,46698152,57604133,74967849,90529232,96476719,112047408,31597824,40767744,49504516,58275831,61056741,62543665,245.7,236.98,269.93,299.16,312.17,313.54,3610152,5206116,6163135,6360902,6259373,6401569,28341030,38800498,54150513,69267535,70869118,81046651,25.54,25.19,30.08,33.03,33.87,30.42,0.46,0,0,0,0,0
(주)쏠리드,50890,5.15,6.02,4.44,2.76,2.33,0.6,19108024,16711093,4496620,-51326549,20216138,1060094,32.95,29.29,30.36,35.98,27.97,23.31,6.61,-2.44,28.94,11.83,-9.23,1.1,9.18,-4.49,30.29,-15.81,2.16,-12.5,7.55,13.06,-5.83,-2.35,0.55,-4.28,176.09,-20.79,-31.67,0,0,0,56.66,-18.25,-34.43,61.77,-20.83,-87.7,9.12,6.39,4.64,-37.35,-19.38,7.71,29.06,26.02,26.23,27.8,28.93,24.36,21.94,13.74,8.25,-66.15,-37.36,12.74,7.87,6.12,3.7,-24.39,-12.63,5.02,70.94,73.98,73.77,72.2,71.07,75.64,2.79,3.58,3.49,2.9,3.21,3.31,6.67,6.73,7.4,8.45,8.36,8.64,0.86,0.96,0.8,0.65,0.65,0.65,9.05,10.5,10.58,8.56,7,6.11,154.03,100.7,143.95,201.47,189.66,125.94,104.78,113.43,96.34,85.58,75.24,74.3,804.79,876.21,929.49,573.91,376.91,443.36,78.97,82.37,82.93,69.35,62.65,60.73,113.41,91.93,110.37,177.2,155.27,135.22,2.53,6.42,-2.08,-6.94,-15.27,-13.89,8.94,21.87,4.3,6.96,24.38,14.82,120400230,99589337,202516644,265391121,201342849,159063958,194137303,194005314,297180548,342717605,280947024,269361556,172047012,200568713,189958710,291489405,259308877,222581331,6.12,10.22,7.39,2.38,11.38,7.99,104979832,94765465,175493802,201808838,193022126,148634540,113484788,113088023,131831220,142524483,139246197,114580880,4.44,5.29,6.16,2.58,10.88,6.87,6.07,4.62,3.78,7.4,7.13,4.47
(주)씨씨에스충북방송,66790,-0.66,-1.85,0.13,-1.73,-2.17,-10.51,-2127355,-3098371,-930251,-1285688,-1125228,-3682858,32.58,34.73,30.8,18.5,16.49,7.88,-12.4,8.8,-9.67,-20.43,-6.28,-15.95,61.41,5.66,-38.89,-59.04,27.92,-0.56,2.49,-3.77,1.77,-1.35,1.66,-1.16,0,0,0,0,0,0,0,0,0,0,0,0,-6.64,-12.64,-7.45,-10.22,-33.53,-35.85,27.37,18.82,25.37,18.68,19.55,11.65,-4.33,-7.85,-4.52,-6.17,-21.86,-26.92,-2.32,-4.35,-2.63,-4.18,-16.25,-19.28,72.63,81.18,74.63,81.32,80.45,88.35,3.93,4.35,5.25,5.4,6.37,9.94,0,0,0,0,0,0,0.35,0.34,0.35,0.41,0.48,0.54,1.13,0.98,0.84,0.71,0.75,0.85,77.68,82.97,61.03,33.67,35.45,44.98,205.64,142.56,195.74,109.47,181.26,82.19,100.12,92.94,89.36,85.66,77.44,57.54,205.64,142.56,195.74,109.47,181.26,82.19,95.05,100.34,111.83,112.65,106.38,108.17,23.89,13.48,14.94,1.36,9.62,-5.5,19.82,7.66,16.39,3.36,20.35,16.91,29888059,30023677,23117116,11616342,11333617,11298901,65371234,65675220,58383142,45263654,42450754,35691430,29664565,26957021,24575210,20908297,21259587,21012548,11.32,-1.88,0.98,19.81,39.31,43.83,17437924,21247536,10086078,6557502,5074887,11038462,26936965,33453954,18263116,7076704,9099011,9063993,13.24,-2.57,1,10.81,20.55,23.09,10.77,5.65,5.66,5.83,6.84,7.15
(주)씨아이테크,4920,-7.6,-4.92,1.71,-4.19,-11.13,-4.79,-1125055,-1737170,1011734,-856313,-2899995,-1970683,18.96,23.92,14.48,2.41,25.79,17.36,38.97,3.58,39.32,-1.96,-10.95,-7.22,-61.56,134.43,110.56,-28.7,22.3,-2.12,-8.36,-11.48,140.54,-25.46,1.29,40.13,0,0,0,0,0,0,0,0,0,0,0,0,-21.05,-58.42,6.01,-30.89,-129.84,-39.83,13.26,5.85,35.35,23.59,22.5,23.98,-6.24,-14.79,2.93,-8.73,-42.69,-23.22,-5.32,-11.03,2.24,-7.45,-33.89,-16.04,86.74,94.15,64.65,76.41,77.5,76.02,3.78,3.75,2.9,1.89,3.37,4.8,21.39,14.98,20.83,10.06,10.74,13.18,0.25,0.19,0.37,0.24,0.26,0.4,0.52,0.51,1.37,1.05,1.11,1.63,30.05,38.18,25.74,9.53,51.53,38.04,210.44,62.11,132.15,587.25,144.98,113.31,189.27,153.75,154.42,143.43,92.32,77.68,178.35,56.77,121.14,498.01,132.78,95.5,120.63,115.52,94.57,89.79,114.02,101.98,3.8,-10,6.03,14.96,7.68,3.07,33.76,11.63,21.02,53.15,56.92,40.36,7011536,9717539,10894183,5453985,16206631,18743199,26501902,28234174,40189897,39843704,38255018,42991097,7463942,13467103,21279200,18515714,21725114,32283987,-5.13,-21.96,-32.46,-86.96,-13.21,-8.35,1487495,8403250,9288634,2317012,7680680,13460467,5896321,9663389,15462586,13223211,12759405,20153646,-5.46,-32.7,-20.74,-31.06,-16.21,-5.5,8.38,7.9,7.24,13.95,9.08,6.87
(주)씨에스,65770,-3.18,1.96,-3.23,-0.17,2.19,999999999,-13575650,2218533,-9895441,-328333,1863534,2284328,57.34,55.49,57.5,43.54,0,0,-2.59,3.97,-28.15,-8.47,-8.59,-35.35,-12.1,3.9,-38.87,-10.39,181.02,-41.69,-13.14,65.5,-40.25,-4.93,-10.55,35.54,0,0,0,0,0,293.62,0,0,0,0,0,20.91,-18.52,-20.95,-16.65,-21.49,2.36,6.84,11.39,16.79,2.48,15.83,17.63,14,-37.83,-87.26,-51.02,-64.43,5.27,19.37,-11.72,-21.81,-11.82,-18.11,1.94,9.72,88.61,83.21,97.52,84.17,82.37,86,6.45,12.07,12.57,24.38,12.4,13.16,7.23,10.21,5.53,6.58,8.96,10.6,0.63,1.04,0.71,0.84,0.82,1.42,2.26,3.01,1.51,1.41,2.42,34.29,297.1,303.21,378.34,178.02,164.81,44.06,57.81,52.09,42.9,50.33,150.96,291.44,337.17,345.25,209.11,209.81,201.36,239.29,44.71,34.23,23.52,30.3,140.48,205.28,255.46,259.48,333.28,195.48,23.11,25.47,-26.03,-32.78,-40.37,-29.3,30.81,54.07,0.22,0.06,0.12,20.01,18.72,1.77,73649764,84296801,51067962,35223595,31269249,9956096,111255926,123273984,60832587,54944739,50170235,32509182,62503737,86207051,54836921,48504592,43330916,58746314,-6.42,-0.67,-3.52,-9.91,1.55,14.41,55642253,78512859,46010305,32454189,30377183,9197370,37652198,73625497,22846623,16382482,45850534,26756997,-7.49,-0.49,-3.28,-7.2,1.12,2.44,6.52,6.8,6.4,6.08,7.21,0
(주)씨에스에이코스믹,83660,-1.58,-1.44,1.07,-3.95,-49.84,-1.94,-825222,-492253,,,-9528209,20216,26.85,29.27,39.37,12.51,10.88,11.72,-13.28,-18.09,193.06,-6.22,-27.6,21.67,-7.05,-21.65,277.13,-20.59,-36.84,36.92,-35.62,-9.78,7.43,72.46,-11.57,104.79,0,0,0,0,0,0,0,0,0,0,0,0,-3.55,-4.14,1.7,-14.8,-31.39,-0.83,16.08,17.31,22.81,38.97,29.39,45.58,-8.48,-9.18,2.17,-18.56,-34.69,-2.2,-3.65,-4.55,1.14,-11.79,-26.51,-1.54,83.92,82.69,77.19,61.03,70.61,54.42,2.61,2.86,3.35,5.2,4.84,6.97,9.19,9.02,11.09,11.98,7.31,9.2,1.03,1.1,0.67,0.8,0.84,1.86,3.95,4.34,4.73,6.34,4.95,10.52,112.19,90.49,90.31,32.92,28.1,56.38,133.76,142.98,181.41,294.33,289.92,248.29,201.55,183.89,336.27,328.2,239.79,238.99,111.18,115.92,173.5,255.01,225.76,160.8,63.79,63.06,26.48,36.02,46.64,44.47,17.65,20.11,38.63,48.13,41.66,42.74,19.79,23.48,143.58,44.23,24.34,40.28,9965671,7245367,,,7094366,13843458,18739211,15301364,,,30762561,37467063,20633506,18614644,,,31466024,63526515,13.97,8.2,5.81,-20.12,-112.63,-51.9,9856271,7135967,,,7094366,11174971,13144293,10255285,,,19827158,27238636,6.66,3.19,6.16,-6.05,-24.57,-11.06,8,7.24,4.17,9.8,4.5,3.56
